ï»¿datasetId,contigId,Average fold,Length,Reference GC,Covered percent,Covered bases,Plus reads,Minus reads,Median fold,Read GC,Complete Lineage,IMG scaffold_oid,Kingdom,Phylum,Class,Order,Family,Genus,Species
0.1.29.1.3.0.2,scaffold21091,3.3,201,0.393,100,201,3,2,3,0.3947,0.1.29.1.3.0.2,Ga0066474_121091,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21094,2.4,201,0.4179,100,201,2,2,2,0.4333,0.1.29.1.3.0.2,Ga0066474_121094,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21150,1.4,200,0.5,100,200,1,1,1,0.4967,0.1.29.1.3.0.2,Ga0066474_121150,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21153,3.1,200,0.395,100,200,2,3,3,0.3987,0.1.29.1.3.0.2,Ga0066474_121153,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21163,2.8,200,0.46,100,200,2,2,3,0.4867,0.1.29.1.3.0.2,Ga0066474_121163,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21165,2.2,200,0.36,100,200,1,2,2,0.3511,0.1.29.1.3.0.2,Ga0066474_121165,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21180,2,200,0.385,100,200,2,1,2,0.36,0.1.29.1.3.0.2,Ga0066474_121180,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21184,2.6,200,0.405,100,200,2,2,2,0.4417,0.1.29.1.3.0.2,Ga0066474_121184,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21186,2.1,200,0.495,100,200,2,1,2,0.4976,0.1.29.1.3.0.2,Ga0066474_121186,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21188,1.5,200,0.525,100,200,2,0,1,0.54,0.1.29.1.3.0.2,Ga0066474_121188,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21190,2.1,200,0.42,100,200,2,1,2,0.4267,0.1.29.1.3.0.2,Ga0066474_121190,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21198,3.4,200,0.39,100,200,2,3,3,0.4027,0.1.29.1.3.0.2,Ga0066474_121198,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21205,3.5,200,0.405,100,200,3,2,3,0.4033,0.1.29.1.3.0.2,Ga0066474_121205,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21214,2.6,200,0.465,100,200,2,2,2,0.4468,0.1.29.1.3.0.2,Ga0066474_121214,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21224,2.5,200,0.48,100,200,2,2,2,0.4805,0.1.29.1.3.0.2,Ga0066474_121224,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0.2,scaffold21226,2.6,200,0.38,100,200,2,2,2,0.375,0.1.29.1.3.0.2,Ga0066474_121226,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,
0.1.29.1.3.0,scaffold03500,772.2,974,0.5144,100,974,2612,2546,825,0.5054,0.1.29.1.3.0.3,Ga0066474_103500,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1.3.0,scaffold09148,3.9,355,0.5352,100,355,4,6,4,0.518,0.1.29.1.3.0.3,Ga0066474_109148,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1.3.0,scaffold09285,2.5,351,0.453,100,351,3,3,2,0.4677,0.1.29.1.3.0.3,Ga0066474_109285,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1.3.0,scaffold13290,2.2,271,0.5055,90.4059,245,3,1,3,0.5167,0.1.29.1.3.0.3,Ga0066474_113290,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1.3.0,scaffold17313,2.3,231,0.4545,100,231,2,2,2,0.448,0.1.29.1.3.0.3,Ga0066474_117313,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1.3.0,scaffold18633,2.2,220,0.4136,100,220,3,1,2,0.4067,0.1.29.1.3.0.3,Ga0066474_118633,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1.3.0,scaffold19920,2.6,210,0.4286,100,210,2,2,2,0.42,0.1.29.1.3.0.3,Ga0066474_119920,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1.3.0,scaffold19978,1.8,209,0.6459,100,209,2,1,2,0.6422,0.1.29.1.3.0.3,Ga0066474_119978,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1.3.0,scaffold20937,2.4,202,0.4752,100,202,2,2,2,0.455,0.1.29.1.3.0.3,Ga0066474_120937,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,
0.1.29.1,scaffold01925,818.3,1852,0.4995,100,1852,5208,5178,828,0.5003,0.1.29.1.4,Ga0066474_101925,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold02406,6.5,1499,0.6224,100,1499,33,33,7,0.617,0.1.29.1.4,Ga0066474_102406,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold02679,6.4,1326,0.4638,100,1326,30,28,6,0.4588,0.1.29.1.4,Ga0066474_102679,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold03009,4.5,1155,0.6346,100,1155,18,17,5,0.6362,0.1.29.1.4,Ga0066474_103009,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold03041,4.1,1143,0.5083,100,1143,18,15,4,0.5084,0.1.29.1.4,Ga0066474_103041,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold03044,763.1,1142,0.4877,100,1142,2963,3007,795,0.4869,0.1.29.1.4,Ga0066474_103044,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold03356,5.1,1022,0.6243,100,1022,18,17,5,0.6229,0.1.29.1.4,Ga0066474_103356,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold04088,6.8,811,0.4834,100,811,20,18,6,0.4811,0.1.29.1.4,Ga0066474_104088,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold04137,815.1,798,0.4649,100,798,2290,2283,849,0.4622,0.1.29.1.4,Ga0066474_104137,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold04138,4.1,798,0.4524,100,798,12,11,4,0.4573,0.1.29.1.4,Ga0066474_104138,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold04826,9.1,658,0.6109,100,658,21,20,10,0.6083,0.1.29.1.4,Ga0066474_104826,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold04961,6.8,637,0.5039,100,637,15,16,7,0.4896,0.1.29.1.4,Ga0066474_104961,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold05226,659.8,600,0.5867,100,600,1363,1372,714,0.5859,0.1.29.1.4,Ga0066474_105226,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold05314,4.7,587,0.523,100,587,9,10,4,0.5165,0.1.29.1.4,Ga0066474_105314,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold05329,792.2,585,0.4462,100,585,1597,1670,858,0.452,0.1.29.1.4,Ga0066474_105329,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold05799,5.6,535,0.4748,100,535,12,9,6,0.4867,0.1.29.1.4,Ga0066474_105799,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold05868,718,529,0.5369,100,529,1331,1311,803,0.53,0.1.29.1.4,Ga0066474_105868,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold06329,3.4,489,0.6871,100,489,7,5,3,0.6796,0.1.29.1.4,Ga0066474_106329,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold06773,672.4,460,0.5348,100,460,1097,1071,784,0.5343,0.1.29.1.4,Ga0066474_106773,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold06774,3.4,460,0.5435,100,460,5,6,4,0.5455,0.1.29.1.4,Ga0066474_106774,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold06905,3.2,451,0.6652,100,451,4,6,3,0.67,0.1.29.1.4,Ga0066474_106905,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold06931,2.1,449,0.5301,100,449,3,4,2,0.5291,0.1.29.1.4,Ga0066474_106931,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold07487,2.5,418,0.4809,97.1292,406,4,3,3,0.4781,0.1.29.1.4,Ga0066474_107487,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold07526,744.6,416,0.5048,100,416,1172,1111,813,0.5122,0.1.29.1.4,Ga0066474_107526,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold07541,6.8,415,0.6217,100,415,10,10,7,0.6288,0.1.29.1.4,Ga0066474_107541,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold07975,5.6,395,0.5089,100,395,8,7,6,0.5087,0.1.29.1.4,Ga0066474_107975,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold08132,2.2,389,0.383,100,389,3,3,2,0.3889,0.1.29.1.4,Ga0066474_108132,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold08278,4.3,384,0.6276,100,384,5,7,5,0.6365,0.1.29.1.4,Ga0066474_108278,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold08620,2.3,372,0.672,100,372,3,3,2,0.6685,0.1.29.1.4,Ga0066474_108620,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold09218,2.7,353,0.6176,100,353,4,3,3,0.6285,0.1.29.1.4,Ga0066474_109218,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold09458,3.5,346,0.763,100,346,4,4,4,0.76,0.1.29.1.4,Ga0066474_109458,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold09914,5.4,335,0.6567,100,335,7,6,5,0.6456,0.1.29.1.4,Ga0066474_109914,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold09952,4.4,334,0.5389,93.1138,311,4,6,4,0.5524,0.1.29.1.4,Ga0066474_109952,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold10450,2.2,322,0.5311,100,322,3,2,2,0.5334,0.1.29.1.4,Ga0066474_110450,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold11581,2.8,300,0.4433,100,300,3,3,3,0.4788,0.1.29.1.4,Ga0066474_111581,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold11718,3,297,0.67,100,297,3,3,3,0.6774,0.1.29.1.4,Ga0066474_111718,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold12182,4.2,289,0.7197,100,289,4,5,4,0.7267,0.1.29.1.4,Ga0066474_112182,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold12553,2.3,282,0.6773,100,282,2,3,2,0.6756,0.1.29.1.4,Ga0066474_112553,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold12561,4.1,282,0.6667,100,282,3,5,5,0.6723,0.1.29.1.4,Ga0066474_112561,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold12597,2.4,281,0.6477,100,281,3,2,2,0.6366,0.1.29.1.4,Ga0066474_112597,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold13708,3.3,264,0.4697,100,264,3,3,3,0.48,0.1.29.1.4,Ga0066474_113708,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold13732,4.2,264,0.6136,100,264,5,3,5,0.603,0.1.29.1.4,Ga0066474_113732,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold13804,3,263,0.6882,100,263,3,3,3,0.6797,0.1.29.1.4,Ga0066474_113804,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold14138,1.6,258,0.5349,100,258,1,2,2,0.5344,0.1.29.1.4,Ga0066474_114138,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold14784,2.3,253,0.664,100,253,1,3,2,0.6789,0.1.29.1.4,Ga0066474_114784,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold14791,4.1,253,0.6324,100,253,4,3,4,0.6574,0.1.29.1.4,Ga0066474_114791,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold14888,1.6,252,0.7103,100,252,2,1,2,0.7,0.1.29.1.4,Ga0066474_114888,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold15552,2.9,246,0.6057,100,246,2,3,3,0.6048,0.1.29.1.4,Ga0066474_115552,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold15608,2.1,245,0.6245,100,245,2,2,2,0.635,0.1.29.1.4,Ga0066474_115608,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold15969,3.7,242,0.657,100,242,3,3,3,0.6745,0.1.29.1.4,Ga0066474_115969,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold16136,2.2,241,0.6307,100,241,2,2,2,0.615,0.1.29.1.4,Ga0066474_116136,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold16262,4.5,240,0.5708,100,240,5,3,4,0.5753,0.1.29.1.4,Ga0066474_116262,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold16472,3,238,0.7269,100,238,2,3,3,0.7263,0.1.29.1.4,Ga0066474_116472,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold16835,2.1,235,0.6043,100,235,3,1,2,0.6117,0.1.29.1.4,Ga0066474_116835,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold16848,2.5,235,0.6809,100,235,2,2,2,0.6833,0.1.29.1.4,Ga0066474_116848,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold16893,2.6,235,0.6553,100,235,3,2,3,0.648,0.1.29.1.4,Ga0066474_116893,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold17366,1.9,231,0.4199,100,231,1,2,2,0.42,0.1.29.1.4,Ga0066474_117366,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold17426,2.2,230,0.6217,100,230,2,2,2,0.625,0.1.29.1.4,Ga0066474_117426,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold17691,1.9,228,0.4605,100,228,1,2,2,0.4578,0.1.29.1.4,Ga0066474_117691,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold18141,3,224,0.625,100,224,1,4,3,0.616,0.1.29.1.4,Ga0066474_118141,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold18179,2.2,224,0.6339,100,224,2,2,2,0.6183,0.1.29.1.4,Ga0066474_118179,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold18185,2.1,224,0.5179,100,224,2,2,2,0.5191,0.1.29.1.4,Ga0066474_118185,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold18722,5.2,220,0.5545,100,220,6,3,5,0.5864,0.1.29.1.4,Ga0066474_118722,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold18753,519.2,220,0.5636,100,220,395,449,526,0.5917,0.1.29.1.4,Ga0066474_118753,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold18829,2.2,219,0.7169,100,219,2,2,2,0.7062,0.1.29.1.4,Ga0066474_118829,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold19397,2.4,214,0.6682,100,214,2,2,2,0.6655,0.1.29.1.4,Ga0066474_119397,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold19581,1.9,213,0.6103,100,213,1,2,2,0.6067,0.1.29.1.4,Ga0066474_119581,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold19701,3.4,212,0.5943,100,212,2,3,3,0.5987,0.1.29.1.4,Ga0066474_119701,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold19799,2.2,211,0.3223,100,211,2,2,2,0.3445,0.1.29.1.4,Ga0066474_119799,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold20348,7.9,207,0.5169,100,207,10,3,9,0.5121,0.1.29.1.4,Ga0066474_120348,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold20349,564.4,207,0.5024,100,207,426,431,568,0.5154,0.1.29.1.4,Ga0066474_120349,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,
0.1.29.1,scaffold12698,4.2,280,0.3607,100,280,4,4,4,0.3631,0.1.29.1.4.0.10,Ga0066474_112698,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
0.1.29.1,scaffold16755,2.8,236,0.4153,100,236,2,3,3,0.4133,0.1.29.1.4.0.10,Ga0066474_116755,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
0.1.29.1,scaffold19085,2,217,0.6313,100,217,1,2,2,0.6222,0.1.29.1.4.0.10,Ga0066474_119085,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,
0.1.29.1,scaffold01441,893.1,2374,0.484,100,2374,7193,7188,922,0.4798,0.1.29.1.5.0.0,Ga0066474_101441,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold01502,914.1,2301,0.4185,100,2301,7144,7165,928,0.4186,0.1.29.1.5.0.0,Ga0066474_101502,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold03149,12.8,1094,0.6188,99.3601,1087,45,50,13,0.6167,0.1.29.1.5.0.0,Ga0066474_103149,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold03506,2.9,973,0.406,100,973,10,9,3,0.4035,0.1.29.1.5.0.0,Ga0066474_103506,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold03769,3.5,890,0.5494,100,890,10,11,3,0.5504,0.1.29.1.5.0.0,Ga0066474_103769,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold04719,866.5,675,0.437,100,675,2032,1997,933,0.4326,0.1.29.1.5.0.0,Ga0066474_104719,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold04994,735.2,632,0.4604,100,632,1594,1602,825,0.4654,0.1.29.1.5.0.0,Ga0066474_104994,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold07475,2.7,418,0.6244,100,418,4,4,3,0.6325,0.1.29.1.5.0.0,Ga0066474_107475,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold12117,2.3,290,0.4138,100,290,2,3,2,0.4107,0.1.29.1.5.0.0,Ga0066474_112117,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold12991,613.2,276,0.4855,100,276,619,609,636,0.4912,0.1.29.1.5.0.0,Ga0066474_112991,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold12995,5.3,276,0.4746,100,276,6,5,6,0.485,0.1.29.1.5.0.0,Ga0066474_112995,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold13112,628.1,274,0.4562,100,274,640,598,654,0.4611,0.1.29.1.5.0.0,Ga0066474_113112,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold13129,4.2,274,0.4672,91.9708,252,4,4,4,0.47,0.1.29.1.5.0.0,Ga0066474_113129,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold13873,3.6,262,0.6565,100,262,3,4,4,0.6625,0.1.29.1.5.0.0,Ga0066474_113873,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold15333,1.2,248,0.3911,100,248,1,1,1,0.38,0.1.29.1.5.0.0,Ga0066474_115333,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold15359,2.5,248,0.5202,100,248,4,1,3,0.5206,0.1.29.1.5.0.0,Ga0066474_115359,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold16609,2.6,237,0.481,100,237,3,2,3,0.488,0.1.29.1.5.0.0,Ga0066474_116609,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold16973,1.9,234,0.7222,100,234,2,1,2,0.7378,0.1.29.1.5.0.0,Ga0066474_116973,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold19115,519.6,217,0.4562,100,217,384,442,539,0.4573,0.1.29.1.5.0.0,Ga0066474_119115,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold19164,3,217,0.4747,100,217,3,2,3,0.476,0.1.29.1.5.0.0,Ga0066474_119164,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,
0.1.29.1,scaffold00633,6.7,4118,0.6156,100,4118,93,94,6,0.6144,0.1.29.1.5.0.1,Ga0066474_100633,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold06135,3.5,506,0.4644,100,506,6,6,4,0.4733,0.1.29.1.5.0.1,Ga0066474_106135,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold09424,6.4,348,0.4943,100,348,9,7,7,0.5175,0.1.29.1.5.0.1,Ga0066474_109424,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold09425,712.4,348,0.5,100,348,877,879,796,0.5136,0.1.29.1.5.0.1,Ga0066474_109425,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold09426,5.6,348,0.5057,95.6897,333,7,6,6,0.5116,0.1.29.1.5.0.1,Ga0066474_109426,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold10015,751,333,0.4745,100,333,864,908,814,0.4662,0.1.29.1.5.0.1,Ga0066474_110015,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold11469,4.5,302,0.6854,100,302,5,4,4,0.703,0.1.29.1.5.0.1,Ga0066474_111469,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold17677,2.5,228,0.4781,100,228,3,1,2,0.4833,0.1.29.1.5.0.1,Ga0066474_117677,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold17925,2.5,226,0.6637,100,226,2,2,2,0.6461,0.1.29.1.5.0.1,Ga0066474_117925,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold18028,2.1,225,0.3778,100,225,2,2,2,0.3817,0.1.29.1.5.0.1,Ga0066474_118028,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold19147,529.9,217,0.4793,100,217,403,450,525,0.4606,0.1.29.1.5.0.1,Ga0066474_119147,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
0.1.29.1,scaffold19161,1.9,217,0.4931,100,217,2,1,2,0.4843,0.1.29.1.5.0.1,Ga0066474_119161,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
